occurrence_id,path,line,occurrence_kind,formal_type,title_or_excerpt,disposition,canonical_claim_id,current_or_historical,notes
OCC-093,01_CANONICAL/compound_hessian_schur_fitting/report/rapport_resultats.md,132,markdown_h2,section,4. Pièces graduées de l’idéal de Fitting hessien,canonical_claim_occurrence,COMP-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-094,01_CANONICAL/compound_hessian_schur_fitting/report/rapport_resultats.md,144,markdown_h2,section,5. Premier contrôle à `r=3`,canonical_claim_occurrence,COMP-006,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-095,01_CANONICAL/compound_hessian_schur_fitting/report/rapport_resultats.md,168,markdown_h2,section,Ce qui a réellement été obtenu,canonical_claim_occurrence,COMP-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-096,01_CANONICAL/compound_hessian_schur_fitting/report/rapport_resultats.md,177,markdown_h2,section,Ce qui n’est pas obtenu,canonical_claim_occurrence,COMP-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-097,01_CANONICAL/compound_hessian_schur_fitting/report/rapport_resultats.md,184,markdown_h2,section,Prochaine cible rationnelle,canonical_claim_occurrence,COMP-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-098,01_CANONICAL/compound_hessian_schur_fitting/report/rapport_resultats.md,193,markdown_h2,section,Références de contexte,canonical_claim_occurrence,COMP-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-099,01_CANONICAL/jet_conormal_program/CLAIMS.md,3,markdown_h2,section,Démontré dans le rapport,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-100,01_CANONICAL/jet_conormal_program/CLAIMS.md,11,markdown_h2,section,Exploratoire,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-101,01_CANONICAL/jet_conormal_program/CLAIMS.md,17,markdown_h2,section,Non revendiqué,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-102,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,3,markdown_h2,section,1. Diagnostic,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-103,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,22,markdown_h2,section,2. Théorème de saturation du troisième jet du déterminant,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-104,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,73,markdown_h2,section,3. Contrôle exact du premier cas paddé,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-105,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,94,markdown_h2,section,4. Nouvel objet : la tour conormale jet–syzygétique,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-106,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,122,markdown_h2,section,5. Invariant de rang certifiable,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-107,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,146,markdown_h2,section,6. Rôle exact de la théorie des représentations,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-108,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,162,markdown_h2,section,7. Programme de calcul,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-109,01_CANONICAL/jet_conormal_program/report/formalisme_jet_conormal.md,179,markdown_h2,section,8. Statut,canonical_claim_occurrence,JET-005,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-110,01_CANONICAL/padded_rank_reversal/CLAIMS.md,3,markdown_h2,section,Démontré dans ce paquet,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-111,01_CANONICAL/padded_rank_reversal/CLAIMS.md,18,markdown_h2,section,Non revendiqué,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-112,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,3,markdown_h2,section,Résultat,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-113,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,29,markdown_h2,section,1. Le covariant quotient-Fitting,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-114,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,129,markdown_h2,section,2. Pourquoi la condition est fermée et équivariante,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-115,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,164,markdown_h2,section,3. Côté déterminant : rang hessien au plus huit sur \(\det_4=0\),canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-116,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,237,markdown_h2,section,4. Côté permanent paddé : témoin entier de rang neuf,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-117,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,293,markdown_h2,section,5. Le rang inversé,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-118,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,323,markdown_h2,section,6. Ce que cela change dans le programme,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-119,01_CANONICAL/padded_rank_reversal/report/rapport_preuve.md,345,markdown_h2,section,7. Reproduction,canonical_claim_occurrence,RANK-003,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-178,01_CANONICAL/reverse_hessian/README.md,10,markdown_h2,section,Canonical mathematical content,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-179,01_CANONICAL/reverse_hessian/README.md,29,markdown_h2,section,What is not proved,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-180,01_CANONICAL/reverse_hessian/README.md,40,markdown_h2,section,Verification,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-181,01_CANONICAL/reverse_hessian/README.md,64,markdown_h2,section,Layout,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-182,01_CANONICAL/reverse_hessian/README.md,72,markdown_h2,section,Source archive identities,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-183,01_CANONICAL/reverse_hessian/core/audit/AUDIT_RESPONSE.md,5,markdown_h2,section,Mathematical repairs inserted,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-184,01_CANONICAL/reverse_hessian/core/audit/AUDIT_RESPONSE.md,13,markdown_h2,section,Novelty correction,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-185,01_CANONICAL/reverse_hessian/core/audit/AUDIT_RESPONSE.md,19,markdown_h2,section,Reproducibility correction,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-186,01_CANONICAL/reverse_hessian/core/audit/AUDIT_RESPONSE.md,29,markdown_h2,section,Scope retained,canonical_claim_occurrence,CORE-LIMIT-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-187,01_CANONICAL/reverse_hessian/core/audit/FINAL_VERDICT.md,3,markdown_h2,section,PROVED,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-188,01_CANONICAL/reverse_hessian/core/audit/FINAL_VERDICT.md,13,markdown_h2,section,LITERATURE,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-189,01_CANONICAL/reverse_hessian/core/audit/FINAL_VERDICT.md,17,markdown_h2,section,CERTIFIED-COMP,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-190,01_CANONICAL/reverse_hessian/core/audit/FINAL_VERDICT.md,21,markdown_h2,section,FAILED,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-191,01_CANONICAL/reverse_hessian/core/audit/FINAL_VERDICT.md,25,markdown_h2,section,UNKNOWN,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-192,01_CANONICAL/reverse_hessian/core/audit/INDEPENDENT_AUDIT_SUMMARY.md,5,markdown_h2,section,Reproduced mathematical outputs,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-193,01_CANONICAL/reverse_hessian/core/audit/INDEPENDENT_AUDIT_SUMMARY.md,29,markdown_h2,section,Required proof repairs,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-194,01_CANONICAL/reverse_hessian/core/audit/INDEPENDENT_AUDIT_SUMMARY.md,40,markdown_h2,section,Required novelty correction,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-195,01_CANONICAL/reverse_hessian/core/audit/INDEPENDENT_AUDIT_SUMMARY.md,44,markdown_h2,section,Required reproducibility correction,canonical_claim_occurrence,CORE-THM-001,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-196,01_CANONICAL/reverse_hessian/extensions/vp_vnp/README.md,5,markdown_h2,section,Main mathematical status,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-197,01_CANONICAL/reverse_hessian/extensions/vp_vnp/README.md,13,markdown_h2,section,Reproduce,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-198,01_CANONICAL/reverse_hessian/extensions/vp_vnp/README.md,24,markdown_h2,section,Layout,non_claim,,current,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-199,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/EXECUTION_REPORT.md,5,markdown_h2,section,Archive integrity and safety,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-200,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/EXECUTION_REPORT.md,13,markdown_h2,section,Reproduction,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-201,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/EXECUTION_REPORT.md,33,markdown_h2,section,Mathematical verdict,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-202,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/PUBLIC_REPO_PLAN.md,3,markdown_h2,section,Included,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-203,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/PUBLIC_REPO_PLAN.md,7,markdown_h2,section,Publication rule,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-204,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/PUBLIC_REPO_PLAN.md,19,markdown_h2,section,Recommended release tags,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-205,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/anti_padding_covariants.md,3,markdown_h2,section,Problem exposed by the audit,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-206,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/anti_padding_covariants.md,12,markdown_h2,section,Candidate constructions,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-207,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/anti_padding_covariants.md,23,markdown_h2,section,Exact paired formula,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-208,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/anti_padding_covariants.md,27,markdown_h2,section,Proposed restricted-model theorem target,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-209,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/anti_padding_covariants.md,31,markdown_h2,section,Current verdict,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-210,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/beyond_catalecticants_search.md,23,markdown_h2,section,Interpretation,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-211,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/breakthrough_axis_A_hessian_to_lower_bounds.md,3,markdown_h2,section,Status summary,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-212,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/breakthrough_axis_A_hessian_to_lower_bounds.md,13,markdown_h2,section,Lemma A.1 — covariance,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
OCC-213,01_CANONICAL/reverse_hessian/extensions/vp_vnp/research_notes/breakthrough_axis_A_hessian_to_lower_bounds.md,17,markdown_h2,section,Lemma A.2 — one padding variable,historical_or_exploratory,,historical_or_exploratory,Generated by deterministic scanner; disposition can be reviewed without changing the immutable source.
